N° d'horodateur;Alimentation;Modèle;Adresse;Arrondissement;Type de régime;Tarif du stationnement;Zone résidentielle;Tarif horaire;geo_shape;geo_point_2d
2640302;SOLAIRE;ECA1;14   AVENUE AMBROISE RENDU;19;MIX;Z2 MIX 6H 5U;19P;2.4;"{""type"": ""Point"", ""coordinates"": [2.395823999691118, 48.8853219989987]}";48.885321999,2.39582399969
34651209;PILE;ECM1;133   BOULEVARD EXELMANS;16;MIX;Z2 MIX 6H 5U;16W;2.4;"{""type"": ""Point"", ""coordinates"": [2.25914400028191, 48.847555999234544]}";48.8475559992,2.25914400028
9420106;SOLAIRE;ECA1;16   RUE BEUDANT;17;MIX;Z2 MIX 6H 5U;17R;2.4;"{""type"": ""Point"", ""coordinates"": [2.319168000064185, 48.882853998638204]}";48.8828539986,2.31916800006
2910404;PILE;ECM1;90   RUE DE L AMIRAL ROUSSIN;15;MIX;Z2 MIX 6H 5U;15R;2.4;"{""type"": ""Point"", ""coordinates"": [2.301043000186128, 48.84122799948697]}";48.8412279995,2.30104300019
35060101;SOLAIRE;ECA1;3   RUE FARADAY;17;MIX;Z2 MIX 6H 5U;17H;2.4;"{""type"": ""Point"", ""coordinates"": [2.291957999759832, 48.88145599946034]}";48.8814559995,2.29195799976
9840102;PILE;ECM1;10   RUE BISCORNET;12;MIX;Z2 MIX 6H 5U;12E;2.4;"{""type"": ""Point"", ""coordinates"": [2.369812999896511, 48.8506479987357]}";48.8506479987,2.3698129999
3180602;SOLAIRE;ECA1;0  terre-plein central vis-à-vis QUAI ANDRE CITROEN;15;MIX;Z2 MIX 6H 5U;15N;2.4;"{""type"": ""Point"", ""coordinates"": [2.274849000504962, 48.84381799930906]}";48.8438179993,2.2748490005
35141802;PILE;ECM1;154   RUE DU FAUBOURG SAINT ANTOINE;12;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.380840000378091, 48.850341999179626]}";48.8503419992,2.38084000038
11190101;PILE;ECM1;5   AVENUE BOSQUET;7;MIX;Z1 MIX 6H 5U;7G;4.0;"{""type"": ""Point"", ""coordinates"": [2.302375000290453, 48.861472999147196]}";48.8614729991,2.30237500029
3200104;PILE;ECM1;11  vis-à-vis RUE ANDRE DANJON;19;MIX;Z2 MIX 6H 5U;19K;2.4;"{""type"": ""Point"", ""coordinates"": [2.384677000632731, 48.88549799891853]}";48.8854979989,2.38467700063
35300202;SOLAIRE;ECA1;12   RUE FAUSTIN HELIE;16;MIX;Z2 MIX 6H 5U;16N;2.4;"{""type"": ""Point"", ""coordinates"": [2.275733000635295, 48.85953699912521]}";48.8595369991,2.27573300064
11270602;PILE;ECM1;70   RUE BOTZARIS;19;MIX;Z2 MIX 6H 5U;19L;2.4;"{""type"": ""Point"", ""coordinates"": [2.386199999447128, 48.879412998758426]}";48.8794129988,2.38619999945
85132104;PILE;ECM1;32   RUE DE L ARBALETE;5;MIX;Z1 MIX 6H 5U;5E;4.0;"{""type"": ""Point"", ""coordinates"": [2.346685000392803, 48.8396299993655]}";48.8396299994,2.34668500039
35390502;SOLAIRE;ECA1;46   RUE DE FECAMP;12;MIX;Z2 MIX 6H 5U;12L;2.4;"{""type"": ""Point"", ""coordinates"": [2.400421000328004, 48.83614599863862]}";48.8361459986,2.40042100033
11540302;SOLAIRE;ECA1;28   RUE DE BOULAINVILLIERS;16;MIX;Z2 MIX 6H 5U;16P;2.4;"{""type"": ""Point"", ""coordinates"": [2.275514999688364, 48.85455199918042]}";48.8545519992,2.27551499969
4200601;SOLAIRE;ECA1;39   RUE DES ARCHIVES;4;ROT;Z1 ROT 6H 5U;;4.0;"{""type"": ""Point"", ""coordinates"": [2.356508000672809, 48.85983599899536]}";48.859835999,2.35650800067
35410401;SOLAIRE;ECA1;45   RUE DE LA FEDERATION;15;MIX;Z2 MIX 6H 5U;15E;2.4;"{""type"": ""Point"", ""coordinates"": [2.294760999475558, 48.85367699948794]}";48.8536769995,2.29476099948
11610301;SOLAIRE;ECA1;23   RUE BOULAY;17;MIX;Z2 MIX 6H 5U;17T;2.4;"{""type"": ""Point"", ""coordinates"": [2.317461000180231, 48.89394799913219]}";48.8939479991,2.31746100018
4380102;SOLAIRE;ECA1;8   RUE DE L ARGONNE;19;MIX;Z2 MIX 6H 5U;19F;2.4;"{""type"": ""Point"", ""coordinates"": [2.384944610615401, 48.89266860932196]}";48.8926686093,2.38494461062
35531002;PILE;ECM1;84   AVENUE FELIX FAURE;15;MIX;Z2 MIX 6H 5U;15W;2.4;"{""type"": ""Point"", ""coordinates"": [2.284136999665697, 48.83968699896737]}";48.839686999,2.28413699967
11820201;SOLAIRE;ECA1;31   QUAI DE BOURBON;4;MIX;Z1 MIX 6H 5U;4E;4.0;"{""type"": ""Point"", ""coordinates"": [2.354487000014665, 48.853240999075766]}";48.8532409991,2.35448700001
4640202;SOLAIRE;ECA1;4   PLACE ARNAULT TZANCK;17;MIX;Z2 MIX 6H 5U;17T;2.4;"{""type"": ""Point"", ""coordinates"": [2.323335000389984, 48.898894999464886]}";48.8988949995,2.32333500039
36130101;PILE;ECM1;7   RUE FERNAND LABORI;18;MIX;Z2 MIX 6H 5U;18S;2.4;"{""type"": ""Point"", ""coordinates"": [2.342271999644379, 48.89858099894044]}";48.8985809989,2.34227199964
11900204;SOLAIRE;ECA1;21 bis vis-à-vis BOULEVARD BOURDON;4;MIX;Z1 MIX 6H 5U;34F;4.0;"{""type"": ""Point"", ""coordinates"": [2.36729899989203, 48.8505969995009]}";48.8505969995,2.36729899989
5050103;SOLAIRE;ECA1;5   RUE D ASTORG;8;MIX;Z1 MIX 6H 5U;8H;4.0;"{""type"": ""Point"", ""coordinates"": [2.319224000180065, 48.872143999016835]}";48.872143999,2.31922400018
36320101;PILE;ECM1;7   RUE FEUTRIER;18;MIX;Z2 MIX 6H 5U;18G;2.4;"{""type"": ""Point"", ""coordinates"": [2.346460999686265, 48.88611999874869]}";48.8861199987,2.34646099969
11900401;SOLAIRE;ECA1;37   BOULEVARD BOURDON;4;MIX;Z1 MIX 6H 5U;34F;4.0;"{""type"": ""Point"", ""coordinates"": [2.367803000246766, 48.85227499895407]}";48.852274999,2.36780300025
5350101;PILE;ECM1;5   RUE AUGEREAU;7;MIX;Z1 MIX 6H 5U;7F;4.0;"{""type"": ""Point"", ""coordinates"": [2.301812000494053, 48.85774999918139]}";48.8577499992,2.30181200049
36420202;SOLAIRE;ECA1;18   BOULEVARD DES FILLES DU CALVAIRE;11;MIX;Z1 MIX 6H 5U;11G;4.0;"{""type"": ""Point"", ""coordinates"": [2.367235359727487, 48.86174901908213]}";48.8617490191,2.36723535973
11950302;PILE;ECM1;44   RUE BOURET;19;MIX;Z2 MIX 6H 5U;19H;2.4;"{""type"": ""Point"", ""coordinates"": [2.372907000497465, 48.88224799919643]}";48.8822479992,2.3729070005
5720203;SOLAIRE;ECA1;25   RUE D AUMALE;9;MIX;Z1 MIX 6H 5U;9E;4.0;"{""type"": ""Point"", ""coordinates"": [2.33531499965598, 48.878335999042434]}";48.878335999,2.33531499966
36630111;PILE;ECM1;23  terre-plein BOULEVARD FLANDRIN;16;MIX;Z2 MIX 6H 5U;16L;2.4;"{""type"": ""Point"", ""coordinates"": [2.272245999934034, 48.866264999282315]}";48.8662649993,2.27224599993
12780602;SOLAIRE;ECA1;6   PLACE DE BRETEUIL;15;MIX;Z2 MIX 6H 5U;15G;2.4;"{""type"": ""Point"", ""coordinates"": [2.310945999797863, 48.847266998945926]}";48.8472669989,2.3109459998
6240102;SOLAIRE;ECA1;12   RUE BACHELET;18;MIX;Z2 MIX 6H 5U;18G;2.4;"{""type"": ""Point"", ""coordinates"": [2.345043999687864, 48.888485999454474]}";48.8884859995,2.34504399969
36961203;SOLAIRE;ECA1;61   AVENUE FOCH;16;MIX;Z2 MIX 6H 5U;16F;2.4;"{""type"": ""Point"", ""coordinates"": [2.28134399936885, 48.871764999353104]}";48.8717649994,2.28134399937
13001001;SOLAIRE;ECA1;69   RUE BRILLAT SAVARIN;13;MIX;Z2 MIX 6H 5U;13F;2.4;"{""type"": ""Point"", ""coordinates"": [2.342909999681392, 48.82312899897476]}";48.823128999,2.34290999968
6520401;SOLAIRE;ECA1;0   RUE BALZAC;8;MIX;Z1 MIX 6H 5U;8G;4.0;"{""type"": ""Point"", ""coordinates"": [2.301466999580592, 48.874684999267764]}";48.8746849993,2.30146699958
10700101;SOLAIRE;ECA1;100   RUE DE LA FOLIE MERICOURT;11;MIX;Z1 MIX 6H 5U;11E;4.0;"{""type"": ""Point"", ""coordinates"": [2.36921699976058, 48.86728899922797]}";48.8672889992,2.36921699976
13250201;PILE;ECM1;9   RUE BROWN SEQUARD;15;MIX;Z2 MIX 6H 5U;15H;2.4;"{""type"": ""Point"", ""coordinates"": [2.3154859998055652, 48.84151899904557]}";48.841518999,2.31548599981
6680101;PILE;ECM1;3   AVENUE BARBEY D AUREVILLY;7;MIX;Z1 MIX 6H 5U;7F;4.0;"{""type"": ""Point"", ""coordinates"": [2.30020700035992, 48.856990999357876]}";48.8569909994,2.30020700036
37050202;SOLAIRE;ECA1;32   RUE FONDARY;15;MIX;Z2 MIX 6H 5U;15L;2.4;"{""type"": ""Point"", ""coordinates"": [2.2939439998842452, 48.84776599896217]}";48.847765999,2.29394399988
13370203;SOLAIRE;ECA1;29   RUE BRUNEL;17;MIX;Z2 MIX 6H 5U;17F;2.4;"{""type"": ""Point"", ""coordinates"": [2.287720000315555, 48.87858499929525]}";48.8785849993,2.28772000032
6940201;SOLAIRE;ECA1;5   RUE BARTHELEMY;15;MIX;Z2 MIX 6H 5U;15G;2.4;"{""type"": ""Point"", ""coordinates"": [2.310377000444479, 48.845937998733206]}";48.8459379987,2.31037700044
37290306;PILE;ECM1;5  vis-à-vis PLACE DE FONTENOY;7;MIX;Z1 MIX 6H 5U;7H;4.0;"{""type"": ""Point"", ""coordinates"": [2.306409999962072, 48.85031599883014]}";48.8503159988,2.30640999996
13410502;SOLAIRE;ECA1;29  vis-à-vis AVENUE BRUNETIERE;17;MIX;Z2 MIX 6H 5U;17M;2.4;"{""type"": ""Point"", ""coordinates"": [2.2991929995777802, 48.88953799910876]}";48.8895379991,2.29919299958
7110202;SOLAIRE;ECA1;2   RUE BASTIEN LEPAGE;16;MIX;Z2 MIX 6H 5U;16W;2.4;"{""type"": ""Point"", ""coordinates"": [2.266178000338809, 48.848572998791134]}";48.8485729988,2.26617800034
37490104;PILE;ECM1;10   RUE DES FOSSES SAINT JACQUES;5;MIX;Z1 MIX 6H 5U;5H;4.0;"{""type"": ""Point"", ""coordinates"": [2.344029999560018, 48.84572299906165]}";48.8457229991,2.34402999956
13410601;SOLAIRE;ECA1;35   AVENUE BRUNETIERE;17;MIX;Z2 MIX 6H 5U;17N;2.4;"{""type"": ""Point"", ""coordinates"": [2.298400000558041, 48.889034998888015]}";48.8890349989,2.29840000056
8230202;SOLAIRE;ECA1;10   RUE BELLART;15;MIX;Z2 MIX 6H 5U;15G;2.4;"{""type"": ""Point"", ""coordinates"": [2.30844700025705, 48.84685499945]}";48.8468549995,2.30844700026
38880102;PILE;ECM1;10   RUE FURTADO HEINE;14;MIX;Z2 MIX 6H 5U;14K;2.4;"{""type"": ""Point"", ""coordinates"": [2.3190760003909823, 48.82991499913125]}";48.8299149991,2.31907600039
13980601;SOLAIRE;ECA1;79   RUE DE BUZENVAL;20;MIX;Z2 MIX 6H 5U;20G;2.4;"{""type"": ""Point"", ""coordinates"": [2.400282000597119, 48.853485998679055]}";48.8534859987,2.4002820006
8250301;PILE;ECM1;13   RUE DE BELLECHASSE;7;MIX;Z1 MIX 6H 5U;7L;4.0;"{""type"": ""Point"", ""coordinates"": [2.323559999610786, 48.858898999072316]}";48.8588989991,2.32355999961
38960303;SOLAIRE;ECA1;38  vis-à-vis AVENUE GABRIEL;8;MIX;Z1 MIX 6H 5U;8H;4.0;"{""type"": ""Point"", ""coordinates"": [2.314000000190298, 48.86923499892198]}";48.8692349989,2.31400000019
14510101;SOLAIRE;ECA1;3 ter  RUE DE CAMBRAI;19;MIX;Z2 MIX 6H 5U;19E;2.4;"{""type"": ""Point"", ""coordinates"": [2.377482000182583, 48.89425499942944]}";48.8942549994,2.37748200018
8270101;SOLAIRE;ECA1;11   RUE DE BELLEFOND;9;MIX;Z1 MIX 6H 5U;9G;4.0;"{""type"": ""Point"", ""coordinates"": [2.348492999811005, 48.87748499892703]}";48.8774849989,2.34849299981
39670202;SOLAIRE;ECA1;30   RUE GASSENDI;14;MIX;Z2 MIX 6H 5U;14L;2.4;"{""type"": ""Point"", ""coordinates"": [2.326470000139824, 48.834553999122726]}";48.8345539991,2.32647000014
14510202;SOLAIRE;ECA1;14   RUE DE CAMBRAI;19;MIX;Z2 MIX 6H 5U;19E;2.4;"{""type"": ""Point"", ""coordinates"": [2.378204000361703, 48.894645999469255]}";48.8946459995,2.37820400036
8330901;PILE;ECA1;77   RUE DE BELLEVILLE;19;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.383442000011454, 48.873580999110466]}";48.8735809991,2.38344200001
39770103;SOLAIRE;ECA1;5   RUE GASTON PINOT;19;MIX;Z2 MIX 6H 5U;19M;2.4;"{""type"": ""Point"", ""coordinates"": [2.391796999367738, 48.88334099934632]}";48.8833409993,2.39179699937
14540301;PILE;ECM1;23   RUE CAMBRONNE;15;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.30202500058209, 48.84598899885319]}";48.8459889989,2.30202500058
8580201;SOLAIRE;ECA1;41   RUE BENARD;14;MIX;Z2 MIX 6H 5U;14M;2.4;"{""type"": ""Point"", ""coordinates"": [2.321462999560426, 48.83189999880626]}";48.8318999988,2.32146299956
39940102;SOLAIRE;ECA1;2 ter  PASSAGE GAUTHIER;19;MIX;Z2 MIX 6H 5U;19J;2.4;"{""type"": ""Point"", ""coordinates"": [2.380842000547295, 48.87504099949736]}";48.8750409995,2.38084200055
14960302;SOLAIRE;ECA1;36   RUE CANTAGREL;13;MIX;Z2 MIX 6H 5U;13P;2.4;"{""type"": ""Point"", ""coordinates"": [2.374963000596576, 48.82698299885967]}";48.8269829989,2.3749630006
9131305;SOLAIRE;ECA1;99   BOULEVARD BERTHIER;17;MIX;Z2 MIX 6H 5U;17N;2.4;"{""type"": ""Point"", ""coordinates"": [2.293948999335126, 48.88560199876631]}";48.8856019988,2.29394899934
40020105;SOLAIRE;ECA1;23   RUE GAZAN;14;MIX;Z2 MIX 6H 5U;14H;2.4;"{""type"": ""Point"", ""coordinates"": [2.340587000136915, 48.822863998766564]}";48.8228639988,2.34058700014
15310102;SOLAIRE;ECA1;4   RUE CARDAN;17;MIX;Z2 MIX 6H 5U;17T;2.4;"{""type"": ""Point"", ""coordinates"": [2.317865000591164, 48.893205998716624]}";48.8932059987,2.31786500059
10850102;SOLAIRE;ECA1;4   SQUARE BOLIVAR;19;MIX;Z2 MIX 6H 5U;19L;2.4;"{""type"": ""Point"", ""coordinates"": [2.382924119839196, 48.87545995898342]}";48.875459959,2.38292411984
40060102;PILE;ECM1;2   RUE DU GENERAL APPERT;16;MIX;Z2 MIX 6H 5U;16J;2.4;"{""type"": ""Point"", ""coordinates"": [2.27710900016509, 48.86841899926528]}";48.8684189993,2.27710900017
15430101;PILE;ECM1;3   CITE DU CARDINAL LEMOINE;5;MIX;Z1 MIX 6H 5U;5J;4.0;"{""type"": ""Point"", ""coordinates"": [2.353259000166214, 48.84863899869247]}";48.8486389987,2.35325900017
11900101;SOLAIRE;ECA1;9   BOULEVARD BOURDON;4;MIX;Z1 MIX 6H 5U;34F;4.0;"{""type"": ""Point"", ""coordinates"": [2.365950000262465, 48.84820799924108]}";48.8482079992,2.36595000026
40631201;PILE;ECM1;97   AVENUE DU GENERAL LECLERC;14;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.326657000008603, 48.826274999188456]}";48.8262749992,2.32665700001
15870101;PILE;ECM1;1   RUE CASIMIR DELAVIGNE;6;MIX;Z1 MIX 6H 5U;6E;4.0;"{""type"": ""Point"", ""coordinates"": [2.339439999609017, 48.85071499866835]}";48.8507149987,2.33943999961
12640201;SOLAIRE;ECA1;7   PLACE DE BRAZZAVILLE;15;MIX;Z2 MIX 6H 5U;15M;2.4;"{""type"": ""Point"", ""coordinates"": [2.285968000333545, 48.85123199897518]}";48.851231999,2.28596800033
40650102;SOLAIRE;ECA1;2   AVENUE DU GENERAL MAISTRE;14;MIX;Z2 MIX 6H 5U;14F;2.4;"{""type"": ""Point"", ""coordinates"": [2.314221000657855, 48.82523899875246]}";48.8252389988,2.31422100066
16210102;PILE;ECA1;4   RUE CAVALLOTTI;18;MIX;Z2 MIX 6H 5U;18E;2.4;"{""type"": ""Point"", ""coordinates"": [2.3284580004021063, 48.88616299929271]}";48.8861629993,2.3284580004
13410301;SOLAIRE;ECA1;19   AVENUE BRUNETIERE;17;MIX;Z2 MIX 6H 5U;17N;2.4;"{""type"": ""Point"", ""coordinates"": [2.300644000214824, 48.89008999934492]}";48.8900899993,2.30064400021
40830402;SOLAIRE;ECA1;32  terre-plein AVENUE DU GENERAL SARRAIL;16;MIX;Z2 MIX 6H 5U;16X;2.4;"{""type"": ""Point"", ""coordinates"": [2.255327000321468, 48.844001998989825]}";48.844001999,2.25532700032
17231601;PILE;ECA1;205   RUE CHAMPIONNET;18;MIX;Z2 MIX 6H 5U;18P;2.4;"{""type"": ""Point"", ""coordinates"": [2.331261999441035, 48.89379299915351]}";48.8937929992,2.33126199944
13940701;SOLAIRE;ECA1;33   RUE DE LA BUTTE AUX CAILLES;13;MIX;Z2 MIX 6H 5U;13G;2.4;"{""type"": ""Point"", ""coordinates"": [2.34790699958688, 48.827623999282125]}";48.8276239993,2.34790699959
41100401;SOLAIRE;ECA1;27   AVENUE GEORGE V;8;MIX;Z1 MIX 6H 5U;8E;4.0;"{""type"": ""Point"", ""coordinates"": [2.300878999652895, 48.86785199945709]}";48.8678519995,2.30087899965
18320502;PILE;ECM1;26   AVENUE CHARLES FLOQUET;7;MIX;Z1 MIX 6H 5U;7F;4.0;"{""type"": ""Point"", ""coordinates"": [2.297023000486026, 48.854300999080216]}";48.8543009991,2.29702300049
14190102;PILE;ECA1;10   RUE CAIL;10;MIX;Z1 MIX 6H 5U;10G;4.0;"{""type"": ""Point"", ""coordinates"": [2.360498000672867, 48.882788998759096]}";48.8827889988,2.36049800067
41190103;SOLAIRE;ECA1;9 bis  RUE GEORGES BERGER;17;MIX;Z2 MIX 6H 5U;17K;2.4;"{""type"": ""Point"", ""coordinates"": [2.310459999377927, 48.88142499906969]}";48.8814249991,2.31045999938
18850103;PILE;ECM1;9   RUE DU CHAROLAIS;12;MIX;Z2 MIX 6H 5U;12J;2.4;"{""type"": ""Point"", ""coordinates"": [2.387355999683532, 48.839613999426646]}";48.8396139994,2.38735599968
14510502;SOLAIRE;ECA1;28   RUE DE CAMBRAI;19;MIX;Z2 MIX 6H 5U;19E;2.4;"{""type"": ""Point"", ""coordinates"": [2.380650999834957, 48.895931998686166]}";48.8959319987,2.38065099983
41410301;PILE;ECM1;51   AVENUE GEORGES MANDEL;16;MIX;Z2 MIX 6H 5U;16K;2.4;"{""type"": ""Point"", ""coordinates"": [2.280169999339897, 48.863590999101824]}";48.8635909991,2.28016999934
18870704;SOLAIRE;ECA1;68   BOULEVARD DE CHARONNE;20;MIX;Z2 MIX 6H 5U;20G;2.4;"{""type"": ""Point"", ""coordinates"": [2.397580999764251, 48.8527189992934]}";48.8527189993,2.39758099976
14540503;PILE;ECM1;49   RUE CAMBRONNE;15;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.302261999487552, 48.844646998710054]}";48.8446469987,2.30226199949
41590102;SOLAIRE;ECA1;7   RUE GERANDO;9;MIX;Z1 MIX 6H 5U;9F;4.0;"{""type"": ""Point"", ""coordinates"": [2.34538900022078, 48.88204199870446]}";48.8820419987,2.34538900022
19570101;SOLAIRE;ECA1;5   RUE CHAUVELOT;15;MIX;Z2 MIX 6H 5U;15T;2.4;"{""type"": ""Point"", ""coordinates"": [2.302108000118944, 48.82949099862941]}";48.8294909986,2.30210800012
14580102;SOLAIRE;ECA1;5  vis-à-vis RUE CAMILLE BLAISOT;17;MIX;Z2 MIX 6H 5U;17U;2.4;"{""type"": ""Point"", ""coordinates"": [2.328846000643884, 48.89949399884546]}";48.8994939988,2.32884600064
41630104;PILE;ECM1;12   RUE GERARD DE NERVAL;18;MIX;Z2 MIX 6H 5U;18R;2.4;"{""type"": ""Point"", ""coordinates"": [2.334798000216038, 48.899930999128145]}";48.8999309991,2.33479800022
19780105;SOLAIRE;ECA1;21   RUE DU CHERCHE MIDI;6;MIX;Z1 MIX 6H 5U;6E;4.0;"{""type"": ""Point"", ""coordinates"": [2.328144000635663, 48.85060499941253]}";48.8506049994,2.32814400064
14960403;SOLAIRE;ECA1;57   RUE CANTAGREL;13;MIX;Z2 MIX 6H 5U;13P;2.4;"{""type"": ""Point"", ""coordinates"": [2.3727330004184273, 48.827334998920904]}";48.8273349989,2.37273300042
42350102;SOLAIRE;ECA1;6   RUE GOSSEC;12;MIX;Z2 MIX 6H 5U;12M;2.4;"{""type"": ""Point"", ""coordinates"": [2.400278000490678, 48.838375999213596]}";48.8383759992,2.40027800049
19781302;PILE;ECM1;130   RUE DU CHERCHE MIDI;15;MIX;Z2 MIX 6H 5U;15H;2.4;"{""type"": ""Point"", ""coordinates"": [2.318723999649269, 48.845342999090555]}";48.8453429991,2.31872399965
16490401;SOLAIRE;ECA1;23   RUE DE LA CERISAIE;4;MIX;Z1 MIX 6H 5U;34F;4.0;"{""type"": ""Point"", ""coordinates"": [2.3647299999299243, 48.852350999193256]}";48.8523509992,2.36472999993
61740101;SOLAIRE;ECA1;9   RUE MATHURIN REGNIER;15;MIX;Z2 MIX 6H 5U;15J;2.4;"{""type"": ""Point"", ""coordinates"": [2.307232000152414, 48.84057099939137]}";48.8405709994,2.30723200015
20040101;SOLAIRE;ECA1;1   RUE DE CHEVREUSE;6;MIX;Z1 MIX 6H 5U;6F;4.0;"{""type"": ""Point"", ""coordinates"": [2.331853999589657, 48.841889998922895]}";48.8418899989,2.33185399959
16590101;SOLAIRE;ECA1;3   RUE CESAR FRANCK;15;MIX;Z2 MIX 6H 5U;15G;2.4;"{""type"": ""Point"", ""coordinates"": [2.310444000484575, 48.84742699922531]}";48.8474269992,2.31044400048
61780101;SOLAIRE;ECA1;1   AVENUE MATIGNON;8;ROT;Z1 ROT 6H 5U;;4.0;"{""type"": ""Point"", ""coordinates"": [2.311063999498228, 48.869594998781544]}";48.8695949988,2.3110639995
20150902;SOLAIRE;ECA1;110   AVENUE DE CHOISY;13;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.3605560002864032, 48.82556199901221]}";48.825561999,2.36055600029
16590202;SOLAIRE;ECA1;10   RUE CESAR FRANCK;15;MIX;Z2 MIX 6H 5U;15G;2.4;"{""type"": ""Point"", ""coordinates"": [2.309272000473161, 48.847284998641804]}";48.8472849986,2.30927200047
62070101;PILE;ECM1;5   AVENUE MAURICE RAVEL;12;MIX;Z2 MIX 6H 5U;12N;2.4;"{""type"": ""Point"", ""coordinates"": [2.411425999606182, 48.84154699862939]}";48.8415469986,2.41142599961
20490103;SOLAIRE;ECA1;5 bis  RUE DU CIRQUE;8;MIX;Z1 MIX 6H 5U;8H;4.0;"{""type"": ""Point"", ""coordinates"": [2.313996000567438, 48.87004499918242]}";48.8700449992,2.31399600057
17560102;SOLAIRE;ECA1;12   RUE DE CHANTILLY;9;MIX;Z1 MIX 6H 5U;9G;4.0;"{""type"": ""Point"", ""coordinates"": [2.34714400049396, 48.8784239993684]}";48.8784239994,2.34714400049
62280102;SOLAIRE;ECA1;1  vis-à-vis RUE MAZARINE;6;MIX;Z1 MIX 6H 5U;6E;4.0;"{""type"": ""Point"", ""coordinates"": [2.336938999754856, 48.85700099882876]}";48.8570009988,2.33693899975
20700101;SOLAIRE;ECA1;23  terre-plein PLACE CLAUDE FRANCOIS;16;MIX;Z2 MIX 6H 5U;16V;2.4;"{""type"": ""Point"", ""coordinates"": [2.264957000530165, 48.84087099931717]}";48.8408709993,2.26495700053
17660102;SOLAIRE;ECA1;4   CITE DE LA CHAPELLE;18;MIX;Z2 MIX 6H 5U;18H;2.4;"{""type"": ""Point"", ""coordinates"": [2.358939999673507, 48.88727199944749]}";48.8872719994,2.35893999967
62361301;PILE;ECM1;111   RUE DE MEAUX;19;MIX;Z2 MIX 6H 5U;19H;2.4;"{""type"": ""Point"", ""coordinates"": [2.37823799945217, 48.88432299912604]}";48.8843229991,2.37823799945
20840602;SOLAIRE;ECA1;40   RUE CLAUDE TERRASSE;16;MIX;Z2 MIX 6H 5U;16Z;2.4;"{""type"": ""Point"", ""coordinates"": [2.2611459994535, 48.83794799928614]}";48.8379479993,2.26114599945
9380102;SOLAIRE;ECA1;8  vis-à-vis QUAI DE LA CHARENTE;19;MIX;Z2 MIX 6H 5U;19F;2.4;"{""type"": ""Point"", ""coordinates"": [2.383613550088842, 48.896962668629044]}";48.8969626686,2.38361355009
62590102;PILE;ECM1;4 bis  PASSAGE DE MELUN;19;MIX;Z2 MIX 6H 5U;19H;2.4;"{""type"": ""Point"", ""coordinates"": [2.376230000628214, 48.88396099882651]}";48.8839609988,2.37623000063
21060102;PILE;ECM1;14   RUE CLER;7;ROT;Z1 ROT 6H 5U;;4.0;"{""type"": ""Point"", ""coordinates"": [2.30541599947801, 48.85851599878312]}";48.8585159988,2.30541599948
17941003;PILE;ECA1;109   RUE DE CHARENTON;12;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.378469000327526, 48.84688799948313]}";48.8468879995,2.37846900033
62671902;SOLAIRE;ECA1;112  terre-plein BOULEVARD DE MENILMONTANT;20;MIX;Z2 MIX 6H 5U;20F;2.4;"{""type"": ""Point"", ""coordinates"": [2.384595000480373, 48.865451999021474]}";48.865451999,2.38459500048
21181001;PILE;ECM1;99   RUE DE CLIGNANCOURT;18;MIX;Z2 MIX 6H 5U;18L;2.4;"{""type"": ""Point"", ""coordinates"": [2.348555999757865, 48.891196998953745]}";48.891196999,2.34855599976
18440103;PILE;ECA1;6   RUE CHARLES HERMITE;18;MIX;Z2 MIX 6H 5U;18K;2.4;"{""type"": ""Point"", ""coordinates"": [2.367763000374011, 48.89967599869621]}";48.8996759987,2.36776300037
63240102;PILE;ECM1;2 bis  RUE MICHEL ANGE;16;MIX;Z2 MIX 6H 5U;16W;2.4;"{""type"": ""Point"", ""coordinates"": [2.263710000363513, 48.847677998760815]}";48.8476779988,2.26371000036
22410401;SOLAIRE;ECA1;31   RUE DU COMMANDEUR;14;MIX;Z2 MIX 6H 5U;14J;2.4;"{""type"": ""Point"", ""coordinates"": [2.329527999532611, 48.8284699989211]}";48.8284699989,2.32952799953
19180104;SOLAIRE;ECA1;10   RUE DU CHATEAU DES RENTIERS;13;MIX;Z2 MIX 6H 5U;13N;2.4;"{""type"": ""Point"", ""coordinates"": [2.37127299991934, 48.82297099927635]}";48.8229709993,2.37127299992
63340304;SOLAIRE;ECA1;6   RUE MICHELET;6;MIX;Z1 MIX 6H 5U;6G;4.0;"{""type"": ""Point"", ""coordinates"": [2.335391000303518, 48.84264799892674]}";48.8426479989,2.3353910003
22870104;PILE;ECM1;11  vis-à-vis RUE DE CONSTANTINE;7;MIX;Z1 MIX 6H 5U;7L;4.0;"{""type"": ""Point"", ""coordinates"": [2.314731999834344, 48.86025199867615]}";48.8602519987,2.31473199983
